round,p1_gesture,p2_gesture,p1_hp,p2_hp,result,timestamp
0,Unknown,Unknown,3,3,Round skipped — gesture not recognised.,1773508618.087
0,Unknown,Unknown,3,3,Round skipped — gesture not recognised.,1773508625.186
0,Unknown,Unknown,3,3,Round skipped — gesture not recognised.,1773508632.253
0,Unknown,Unknown,3,3,Round skipped — gesture not recognised.,1773508639.338
0,Unknown,Unknown,3,3,Round skipped — gesture not recognised.,1773508646.42
0,Unknown,Unknown,3,3,Round skipped — gesture not recognised.,1773508653.484
